Colleges,Exam
"Amarpali Institute of Technology & Sciences (AITS), Nainital",JEE Mains
Balwant Singh Mukhiya (BSM) College of Engineering,JEE Mains
"Goverment Engineering college (GEC), Bhuj",JEE Mains
"Government Engineering College (GEC), Bharuch",JEE Mains
VVP Engineering College,JEE Mains
JIS College of Engineering,JEE Mains
Padmashree Krutartha Acharya College of Engineering Bargarh,JEE Mains
Oxford College of Engineering & Management Khorda,JEE Mains
Malwa Institute of Technology & Management,JEE Mains
Sardar Patel Institute Of Technology & Management,JEE Mains
"Government Engineering College (GEC), Dahod",JEE Mains
"Government Engineering College (GEC), Patan",JEE Mains
Sophitorium Group of Institutions,JEE Mains
"Government Engineering College (GEC), Rajkot",JEE Mains
"Government College of Engineering (GCE), Keonjhar",JEE Mains
Sankalchand Patel College of Engineering Mehsana,JEE Mains
K.C. College of Engineering and Management Studies and Research Thane,JEE Mains
Jayaram College of Engineering and Technology Tiruchirappalli,JEE Mains
Smt. Kashibai Navale College of Engineering Pune,JEE Mains
Smt. S. R. Patel Engineering College,JEE Mains
Rajiv Gandhi College of Engineering and Technology Puducherry,JEE Mains
Hitkarni College of Engineering Technology Jabalpur,JEE Mains
College of Engineering and Management Midnapore,JEE Mains
All Saints College of Engineering,JEE Mains
Abdul Kalam Institute Of Technology Sciences,JEE Mains
Sat Priya School of Engineering,JEE Mains
Lingaya's GVKS Institute of Management and Technology,JEE Mains
Apex International Institute of Technology,JEE Mains
Global Engineering & Management College,JEE Mains
Hooghly Engineering and Technology College,JEE Mains
Hindustan Institute Of Technology Science And Management,JEE Mains
Bansal College of Engineering,JEE Mains
G. H. Raisoni Institute of Engineering and Technology for Women,JEE Mains
G H Patel College of Engineering & Technology,JEE Mains
Fr. Conceicao Rodrigues College of Engineering,JEE Mains
"School of Planning and Architecture (SPAV), Vijayawada",JEE Mains
Shri Shakti College of Hotel Management,JEE Mains
RIMS Rourkela,JEE Mains
Sardar Patel Education Group,JEE Mains
Nimbus School of Technology and Management,JEE Mains
Disha Institute of Management and Technology,JEE Mains
"Apeejay Institute of Management & Engineering Technical Campus (AIMTC), Jalandhar",JEE Mains
Amity School of Communication,MAT
MDI Gurgaon,MAT
"Great Lakes Institute of Management, Chennai",MAT
Chandigarh University,MAT
MICA Ahmedabad,MAT
ATM Global Business School,MAT
TAPMI Manipal,MAT
KJ SOMAIYA Mumbai,MAT
XIM University,MAT
"Institute of Rural Management (IRMA), Anand",MAT
COCAS Patna,MAT
Chitkara University Patiala,MAT
RP Inderaprastha Institute of Technology,MAT
"School of Management Sciences (SMS), Varanasi",MAT
ABV IIITM Gwalior,MAT
BML Munjal University,MAT
Welingkar Mumbai,MAT
Amity University Manesar,MAT
Rajagiri Business School,MAT
"JIMS Rohini Sector 5, Delhi",MAT
"Thiagarajar School of Management, Madurai",MAT
Galgotias University,MAT
New Delhi Institute of Management,MAT
GCET Greater Noida,MAT
VIT Vellore,MAT
Sharda University,MAT
PES University,MAT
"ABES Engineering College (ABES), Ghaziabad",MAT
NIT Silchar,MAT
Flame University,MAT
DIT University,MAT
Amity University Mumbai,MAT
Karunya University,MAT
"ICFAI Business School (IBS), Hyderabad",MAT
"Amity University, Lucknow",MAT
KIIT University,MAT
OP Jindal Global University,MAT
RRCE bangalore,MAT
Sanskriti University Mathura,MAT
Invertis University,MAT
Amity University Jaipur,MAT
Himachal Pradesh University,MAT
IIM Delhi,MAT
"Birla Institute of Management Technology (BIMT), Noida",MAT
IMS Noida,MAT
"Amity University, Gwalior",MAT
"AIMS Institutes Bangalore (AIMS,AIMS Bangalore), Bangalore",MAT
PIET Panipat,MAT
Sambhram Institute of Technology,MAT
St. Johns College,MAT
Beehive College,MAT
ITS Ghaziabad,MAT
"Xavier Institute of Management & Entrepreneurship (XIME), Bangalore",MAT
G.L. Bajaj Institute of Technology and Management,MAT
BM Group of Institutions,MAT
"Shree Dev Bhoomi Institute of Education ,Science & Technology",MAT
"The ICFAI University (TICFAIU), West Tripura",MAT
Sona College of Technology,MAT
"National Institute of Science and Technology, Berhampur",MAT
IIBS bangalore,MAT
"Vignana Jyothi Institute of Management (VJIM), Hyderabad",MAT
"Jaipuria Institute of Management (JIM), Lucknow",MAT
"Accurate Institute of Management and Technology (AIMT), Greater Noida",MAT
NSHM Kolkata,MAT
MIT Pune,MAT
Budge Budge Institute of Technology,MAT
IIMS Pune,MAT
"Avanthi Institute of Engineering & Technology (AIET), Hyderabad",MAT
Sanjay Ghodawat University,MAT
GIBS Bangalore,MAT
IPER Bhopal,MAT
IPEM Ghaziabad,MAT
IPE Hyderabad,MAT
Trinity Institute of Technology & Research,MAT
Indira Institute Of Management,MAT
Inmantec Institutions,MAT
RV Institute of Management,MAT
NSHM Durgapur,MAT
IFIM Bangalore,MAT
Ishan Institute of Management and Technology,MAT
PSG Institute of Management,MAT
Sydenham Institute of Management Studies Research and Entrepreneurship Education,MAT
Indian Institute of Social Welfare and Business Management,MAT
"Eastern Institute For Integrated Learning In Management- EIILM, Kolkata",MAT
PUMBA Pune,MAT
BGS Institute of Technology,MAT
Symbiosis Centre for Distance Learning Pune,MAT
"Vivekanand College (VC), Kolhapur",MAT
Mangalmay Group of Institutions,MAT
Axis Colleges,MAT
MIMA Institute of Management,MAT
Padmashree Institute of Management and Sciences,MAT
Sourashtra College,MAT
IIHMR Delhi,MAT
"Amity Business School (ABS), Noida",MAT
Srusti Academy of Management,MAT
IMS Kolkata,MAT
"Adani Institute of Infrastructure Management (AIIM), Ahmedabad",MAT
"Indian Institute of Tourism and Travel Management (IITTM), Gwalior",MAT
SKIPS University,MAT
Ishan Educational Institutions,MAT
CMS Business School,MAT
KIPM Gorakhpur,MAT
Entrepreneurship Development Institute of India,MAT
Krupanidhi Group of Institutions,MAT
IILM Institute for Higher Education,MAT
Siva Sivani Institute of Management,MAT
IIHMR Bangalore,MAT
Jagan Institute of Management Studies,MAT
Athena School of Management,MAT
GMIT Davangere,MAT
Federal Institute of Science and Technology,MAT
SB Group of Institutions,MAT
Shree Pandit Nathulalji Vyas Technical Campus,MAT
JMIT Yamunanagar,MAT
JRE Group of Institutions,MAT
"Birla Institute of Technology (BIT Jaipur), Jaipur",MAT
"Army Institute of Management (AIM), Kolkata",MAT
SIOM Nashik,MAT
Saraswati Institute of Management and Technology,MAT
"Aryan Institute of Technology (AIT), Ghaziabad",MAT
ISB&M Pune,MAT
Abhinav Education Society,MAT
Doon Business School,MAT
DPCOE Pune,MAT
"IILM Academy of Higher Learning (IILMAHL), Lucknow",MAT
BIMM Pune,MAT
"Albertian Institute of Management (AIM), Kochi",MAT
"Indian Institute of Tourism and Travel Management (IITTM), Noida",MAT
Nitra Technical Campus,MAT
Centre for Management Development,MAT
IMS Pune,MAT
City Group Of Colleges,MAT
Nehru Institute of Technology,MAT
GNVS Institute of Management,MAT
"IIEBM Indus Business School, Pune",MAT
KIAMS Pune,MAT
KIAMS Harihar,MAT
ISBS Pune,MAT
SCMS Kochi,MAT
Srinivas Group Of Institutions,MAT
ITS Greater Noida,MAT
Lexicon MILE Pune,MAT
TKM Institute of Management,MAT
SCMS Cochin School of Business,MAT
Skyline Institute of Engineering and Technology,MAT
GRV Business Management Academy,MAT
Indian Institute of Finance,MAT
JSSATE Noida,MAT
Thadomal Shahani Centre for Management,MAT
Harlal Institute of Management & Technology,MAT
IMR Ghaziabad,MAT
IMRT Lucknow,MAT
"Accman Institute of Management (AIM), Greater Noida",MAT
Dnyansagar Institute of Management And Research,MAT
Durgadevi Saraf Institute of Management Studies,MAT
Datta Meghe Institute of Management Studies,MAT
Jagran Institute of Management,MAT
MIMIT Malout,MAT
GEC Panipat,MAT
"Bharati Vidyapeeth Group of Colleges, New Delhi",MAT
RITM Lucknow,MAT
Hindustan Institute of Technology and Management,MAT
Shri Balwant Institute of Technology,MAT
Lourdes Matha College of Science and Technology,MAT
PCTE Ludhiana,MAT
"Adarsh Institute of Management and Information Technology (AIMIT), Bangalore",MAT
Yamuna Group of Institutions,MAT
Samalkha Group of Institutions,MAT
KCT Coimbatore,MAT
"IILM Academy of Higher Learning , Jaipur",MAT
Sehgal Institute of Studies,MAT
"Apollo Engineering College (AEC), Chennai",MAT
Vivekananda Institute of Management Studies,MAT
MIT School of Business,MAT
Indirapuram Institute of Higher Studies,MAT
Marian Academy of Management Studies,MAT
Amity University Chhattisgarh,MAT
Suryadatta Group of Institutes,MAT
The Oxford Institutions,MAT
Shri Ramswaroop Memorial Group Colleges,MAT
Mahendra Institute of Management and Technical studies,MAT
BIITM Bhubaneswar,MAT
IAMR Ghaziabad,MAT
Berchmans Institute of Management Studies,MAT
FISAT Business School,MAT
ICEM Pune,MAT
Impact Group Of Institutions,MAT
NITM Gwalior,MAT
Edify Group Of Institutions,MAT
Columbia Group Of Institutions,MAT
RCM Bhubaneswar,MAT
Vignan's Nirula Institute of Technology and Science for Women,MAT
Gitaram Institute of Management,MAT
SIMS Indore,MAT
"Advanced Institute Of Technology And Management (AITM), Palwal",MAT
Navsahyadri Group of Institutes,MAT
Mahadevi Institute of Technology,MAT
FIT Meerut,MAT
KV Institute of Management and Information Studies,MAT
BIMT Gurgaon,MAT
ISB Kolkata,MAT
Thakur Institute of Management Studies & Research,MAT
"Alliance Ascent College (AAC), Bangalore",MAT
Bhavan's Royal Institute Of Management,MAT
Shayona Institute Of Business Management,MAT
"Kite Group Of Institutions (KIIT), Meerut",MAT
"Institute of Rural Management (FMS-IRM), Jaipur",MAT
Nehru College of Management,MAT
Guruvayurappan Institute of Management,MAT
DJ Academy for Managerial Excellence,MAT
REC Bhubaneswar,MAT
GNIOT College of Management,MAT
Galgotia Institute of Management & Technology,MAT
Sri Sairam College of Engineering bangalore,MAT
Siddhant Institute of Business Management,MAT
"Adhunik Group of Institutions (ACE), Ghaziabad",MAT
"Aurous Institute of Management (AIM), Lucknow",MAT
"Hrit Group Of Institutions (HRIT), Ghaziabad",MAT
Shri Ram Group Of Colleges Muzaffarnagar,MAT
"International College of Financial Planning (ICOFP), Delhi",MAT
Gyan Bharti Institute of Technology,MAT
Geeta Institute of Management and Technology,MAT
MSM Meerut,MAT
Sarvottam Institute of Technology and Management,MAT
ISM Ranchi,MAT
DSB Delhi,MAT
"Asan Business School (ABS), Chennai",MAT
Conspi Academy of Management Studies,MAT
IMM New Delhi,MAT
Sachdeva Institute of Technology,MAT
Durgapur Institute of Management and Science,MAT
Saintgits College of Engineering Kottayam,MAT
RL INSTITUTE Madurai,MAT
SIMS bangalore,MAT
Sri Sukhmani Institute of Management,MAT
SITM Pune,MAT
Central Institute of Business Management Research and Development,MAT
GBS Kolkata,MAT
Galgotias Institute of Management and Technology,MAT
"Academy of Business Administration (ABA), Balasore",MAT
"Maharishi Institute of Management (MIM), Noida",MAT
Shine College Of Management,MAT
SIMT Kashipur,MAT
Alwar School Of Business,MAT
"Arya College of Engineering & I.T. (ACEIT), Jaipur",MAT
Sankara Institute of Management Science,MAT
RSB Chennai,MAT
Panchkula Engineering College,MAT
IGTC bangalore,MAT
"Khandelwal Vaish Girls Institute of Technology, Jaipur",MAT
School of Management Studies-University of Hyderabad,MAT
Centre for Management Studies - Orissa Engineering College,MAT
MATS Institute of Management and Entrepreneurship,MAT
Camellia School of Business Management,MAT
"Calcutta Business School, Kolkata",MAT
BIMHRD Pune,MAT
Sri Krishna Institute of Management,MAT
MSRIM bangalore,MAT
IESMCRC Mumbai,MAT
Indian Institute of Cost and Management Studies and Research,MAT
Saharanpur Institute of Advanced Studies,MAT
Shikshan Prasarak Mandal,MAT
GNIMS Mumbai,MAT
"ITM Business School (ITMBS), Mumbai",MAT
FMG Group of Institutions,MAT
"Institute of Productivity and Management (IPM), Lucknow",MAT
"Allama Iqbal Institute of Management (AIIM), Thiruvananthapuram",MAT
ABS Academy of Science Technology & Management,MAT
Kedarnath Aggarwal Institute of Management,MAT
"Arihant Institute of Management and Technology (AIMT), Indore",MAT
BVVS Bagalkot,MAT
AJK Institute of Management,MAT
SDIMT Haridwar,MAT
"Apeejay Institute of Management & Engineering Technical Campus (AIMTC), Jalandhar",MAT
Jayaram College of Engineering and Technology Tiruchirappalli,MAT
Bhai Maha Singh College of Engineering,MAT
Carlton Business School,MAT
BCREC Durgapur,MAT
"Arya School of Management & Information Technology, Bhubaneswar",MAT
BLS Institute of Management,MAT
Mount Carmel Institute of Management,MAT
Smt. Hiraben Nanavati Institute of Management & Research for Women,MAT
Ghanshyam Binani Academy of Management Sciences,MAT
OSB Nagpur,MAT
Srinivasa Institute of Management Studies,MAT
D.N.S. College of Engineering and Technology,MAT
Shri Shivaji Vidya Prasarak Sanstha Bapusaheb Shivajirao Deore College of Engineering Dhule,MAT
National Institute of Business Excellence,MAT
Satya College of Engineering & Technology Faridabad,MAT
RK Institute of Management & Computer Science,MAT
"Indira Global Business School (IGBS,IGBS Pune), Pune",MAT
BHARAT GROUP OF COLLEGES,MAT
"Acn College (ACNCEMS), Aligarh",MAT
Shri Ram Group Of Institutions Jabalpur,MAT
R.V. Northland Institute of Management,MAT
LBS Pune,MAT
Indraprasth Institute of Management,MAT
KJC bangalore,MAT
St. Joseph Degree & PG College,MAT
"Wisdom School of Management (WSM), Coimbatore",MAT
ITERC Group of Institutions,MAT
BBS Institute of Management Studies,MAT
Siddhant Institute of Computer Application,MAT
Lal Bahadur Shastri Group of Institutions,MAT
India Today Media Institute,MAT
M.K. Ponda College Of Business & Management,MAT
HR Institute of Professional Studies,MAT
Barabati Institute Of Management Studies,MAT
"Smt. K. G. Mittal Institute of Management, Information Technology and Research",MAT
Shiksha Mandal's Department of Management Science and Research,MAT
Siddharth Institute of PG Studies,MAT
Shivneri Institute Of Business Management,MAT
IMSCDR Ahmednagar,MAT
Carreograph Institute of Management Studies,MAT
Unique Institute of Management & Technology,MAT
JDC BYTCO Nashik,MAT
Shri Mangalam College of Management Studies,MAT
IIMR Pharma Business School,MAT
NEF College of Management & Technology,MAT
Hindustan Institute of Management & Computer Studies,MAT
Excel School of Business,MAT
BRM Institute of Management & InformationTechnology,MAT
"Asan Memorial Institute of Management (AIM), Chennai",MAT
Bahra Faculty of Management,MAT
SBS Lucknow,MAT
Vivekanandha College of Engineering for Women Namakkal,MAT
VIBRM Muzaffarpur,MAT
Himalayan Institute of Technology Business School,MAT
Mar Thoma Institute of Technology,MAT
Nalanda College,MAT
JIS College of Engineering,MAT
SDCMS Muzaffarnagar,MAT
Singhad Group Of Institutes,MAT
Shivam Education Campus,MAT
Raja Balwant Singh Group Of Colleges,MAT
Shri Gujarati Samaj Group Of Colleges,MAT
Bhabha Group Of Institutions,MAT
IIBS Indore,MAT
Institute for Future Education Entrepreneurship and Leadership,MAT
Sinhgad Management Institute,MAT
DSM Delhi,MAT
VBS bangalore,MAT
Ratan Global Business School,MAT
NSB Delhi,MAT
Siddhartha Institute of Engineering & Technology,MAT
AJIM Mangalore,MAT
SBS Delhi,MAT
Bapuji Academy of Management and Research,MAT
IGICM Lucknow,MAT
Vidya Group Of Institutions,MAT
PCMT Kolkata,MAT
SVPISTM Coimbatore,MAT
Lexicon Institute of Management Education,MAT
GSBA Greater Noida,MAT
Park Global School Of Business Excellence,MAT
"IBMR Business School (IBMR), Ahmedabad",MAT
"Institute of Productivity & Management (IPM), Meerut",MAT
Sadanam Institute of Commerce and Management Studies,MAT
ASFT Noida,MAT
Techno Institute of Management Sciences,MAT
HLM Ghaziabad,MAT
RVR and JC College of Engineering,MAT
Pravara Centre For Management Research & Development,MAT
Mangalam Management Studies,MAT
Badruka College Post Graduate Centre,MAT
AR School of Business,MAT
RJS Institute of Mangement Studies,MAT
Pillai Group Of Institutions,MAT
SSEC Bhilai,MAT
GHRIIT Nagpur,MAT
"Birla Institute of Management Technology (BIMT), Bhubaneswar",MAT
"Amity International Business School (AIBS), Noida",MAT
Bharatiya Vidya Bhavan's Usha & Lakshmi Mittal Institute of Management,MAT
ASM Delhi,MAT
IIMHRD Pune,MAT
SDBCT Indore,MAT
"Aashlar Business School (ABS), Mathura",MAT
Bhavan's Priyamvada Birla Institute Of Management,MAT
SBPIM Pune,MAT
IMCU bangalore,MAT
MITSOT Pune,MAT
ISBM Bhubaneswar,MAT
NCERC Thrissur,MAT
Vikrant Institute of Business Management,MAT
SIESCOMS Mumbai,MAT
Mukesh Institute of Technology & Management,MAT
"Al-Ameen Institute Of Management Studies (AIMS), Bangalore",MAT
BBSBEC Fatehgarh Sahib,MAT
"International College of Financial Planning (ICOFP), Kolkata",MAT
"Indus Business Academy (IBA), Greater Noida",MAT
Bangalore Institute of International Management,MAT
Institute of Business Management and Research- IPS Academy,MAT
VIMS Pune,MAT
"Asia-Pacific Institute of Management (AIM, AIM Delhi), New Delhi",MAT
Chandra Mauli Institute of Management Sciences and Technology,MAT
Ushodaya Institute of Management and Technology,MAT
"Apostle Business School (ABS), Greater Noida",MAT
Karnal Institute of Technology and Management,MAT
BCET Ludhiana,MAT
G R Damodaran Academy of Management,MAT
Navjeevan Institute of Management,MAT
JP Institute of Management,MAT
SNT Global Academy of Management Studies and Technology,MAT
"School of Business Management, Noida International University",MAT
Pioneer College of Management,MAT
Vidya School of Business,MAT
JSB Coimbatore,MAT
HBS Kolkata,MAT
CBS Indore,MAT
